item_description,total_sales,cumulative_sales,revenue_share,segment
DON Q RUM - LIMON - 1L,0.81,1044169.5699999994,1.0126578157354595,C
SANFORD FOUNTAIN HILLS P/NOIR - 750ML,0.81,1044170.3799999994,1.012658601290655,C
DUCK POND P/GRIS - 750ML,0.81,1044171.1899999995,1.0126593868458507,C
FREEMARK ABBEY S/BLC - 750ML,0.8099999999999999,1044171.9999999995,1.0126601724010462,C
SELBACH RIES DRY - 750ML,0.8099999999999999,1044172.8099999996,1.012660957956242,C
PASCUAL TOSO BARRANCAS TOSO RED BLEND 750ML,0.8099999999999999,1044173.6199999996,1.0126617435114376,C
ABSOLUT VODKA - MANGO - 1L,0.8,1044174.4199999997,1.0126625193684209,C
WILD TURKEY RYE 81 - 750ML,0.8,1044175.2199999997,1.0126632952254042,C
HUGEL GEW ALSACE - 750ML,0.8,1044176.0199999998,1.0126640710823873,C
PATRON ANEJO TEQUILA 12/CS - 375ML,0.8,1044176.8199999998,1.0126648469393706,C
BURNETT'S VODKA - VANILLA - 750ML,0.8,1044177.6199999999,1.012665622796354,C
ABSOLUT VODKA - RASPBERRI - 750ML,0.8,1044178.4199999999,1.0126663986533373,C
LUXARDO CHERRY LIQ - 750ML,0.8,1044179.22,1.0126671745103206,C
REMY MARTIN VSOP - 100ML,0.8,1044180.02,1.012667950367304,C
CHACEWATER ZIN - 750ML,0.7999999999999999,1044180.8200000001,1.0126687262242873,C
BUEHLER NAPA CAB - 750ML,0.76,1044181.5800000001,1.0126694632884212,C
DOGFISH HEAD FRUIT-FULL FORT 6/4 12OZ NR,0.76,1044182.3400000001,1.0126702003525554,C
DEWARS SIGNATURE SCOTCH - 750ML,0.75,1044183.0900000001,1.0126709277184773,C
MICHEL TORINO D/D CAB RES - 750ML,0.75,1044183.8400000001,1.012671655084399,C
SCHLAFLY PUMPKIN ALE 4/6 NR - 12OZ,0.75,1044184.5900000001,1.0126723824503208,C
SHINER HOLIDAY CHEER  4/6NR - 12OZ,0.75,1044185.3400000001,1.0126731098162427,C
7 LOCKS BITCH MONKEY NELSON SOUR 4/6 CANS,0.75,1044186.0900000001,1.0126738371821644,C
MARATHON BREWING CO 26.2 BREW 4/6 NR,0.75,1044186.8400000001,1.0126745645480864,C
DEKUYPER SIGN HAZELNUT - 1L,0.75,1044187.5900000001,1.012675291914008,C
SAM ADAMS WHITE CHRISTMAS 4/6 NR - 12OZ,0.75,1044188.3400000001,1.0126760192799298,C
NAPA CELLARS MER - 750ML,0.75,1044189.0900000001,1.0126767466458517,C
HACIENDA LOPEZ DE HARO CRIANZA - 750ML,0.75,1044189.8400000001,1.0126774740117734,C
ANDERSON SUMMER CANS 4/6 CAN - 12OZ,0.75,1044190.5900000001,1.0126782013776954,C
FRESCOBALDI NIPOZZANO CHN RUFINA RIS - 750ML,0.74,1044191.3300000001,1.0126789190454049,C
FIGINI GAVI - 750ML,0.74,1044192.0700000001,1.0126796367131143,C
ATTECA - 750ML,0.74,1044192.81,1.0126803543808238,C
HITCHING POST HOMETOWN P/NOIR - 750ML,0.74,1044193.55,1.0126810720485333,C
CH LAMOUROUX GRAVES WH - 750ML,0.74,1044194.29,1.0126817897162428,C
ST ELIZEBETH ALLSPICE DRAM - 375ML,0.74,1044195.03,1.0126825073839523,C
GEORGIA MOON PEACH - 750ML,0.74,1044195.77,1.0126832250516618,C
GENIO ESPANOL ROBLE - 750ML,0.74,1044196.51,1.0126839427193712,C
DESERT ISLAND LONG ISLAND TEA - 1L,0.74,1044197.25,1.0126846603870807,C
DOMAINE CARNEROS P/NOIR - 750ML,0.74,1044197.99,1.0126853780547902,C
COPPOLA SOFIA BRUT ROSE MINIS - 187ML,0.74,1044198.73,1.0126860957225,C
SMIRNOFF VODKA - MANGO - 750ML,0.74,1044199.47,1.0126868133902094,C
BEGALI AMARONE DELLA VAL - 750ML,0.74,1044200.21,1.0126875310579189,C
CAPTAIN MORGAN ORANGE/VANILLA RUM - 750ML,0.73,1044200.94,1.0126882390274161,C
STERLING NAPA VLY CHARD - 750ML,0.73,1044201.6699999999,1.0126889469969131,C
BOODLE'S GIN - 1L,0.73,1044202.3999999999,1.0126896549664104,C
GIRARD CHARD RUSSIAN RIVER - 750ML,0.73,1044203.1299999999,1.0126903629359076,C
MOMOKAWA SILVER SAKE - 750ML,0.73,1044203.8599999999,1.0126910709054049,C
LAN ZUR S/BLC - 750ML,0.73,1044204.5899999999,1.012691778874902,C
SHAFER RED SHOULDER RANCH CHARD - 750ML,0.73,1044205.3199999998,1.0126924868443992,C
LEACOCKS RAINWATER MADEIRA - 750ML,0.73,1044206.0499999998,1.0126931948138964,C
PEARL VODKA CUCUMBER - 750ML,0.73,1044206.7799999998,1.0126939027833937,C
ST MICHAELS GOLLYWOBBLER WHITE338752 - 750ML,0.73,1044207.5099999998,1.012694610752891,C
MASI CAMPOFIORIN - 750ML,0.73,1044208.2399999998,1.012695318722388,C
OLD BARDSTOWN BLACK LABEL BOURBON - 750ML,0.73,1044208.9699999997,1.0126960266918852,C
BURNETTS VODKA-FRUIT PUNCH - 750ML,0.7200000000000001,1044209.6899999997,1.0126967249631702,C
SWEET BLISS RED - 750ML,0.72,1044210.4099999997,1.012697423234455,C
ANNA'S WAY PINOT NOIR - 750ML,0.72,1044211.1299999997,1.01269812150574,C
HARTFORD COURT 4 HEARTS CHARD - 750ML,0.72,1044211.8499999996,1.0126988197770248,C
YUKON JACK CANADIAN LIQUEUR - 750ML,0.72,1044212.5699999996,1.0126995180483098,C
BITTER TRUTH XOCOLATL MULE - 200ML,0.72,1044213.2899999996,1.0127002163195946,C
CRUZAN AGED RUM 151 PROOF - 1L,0.72,1044214.0099999995,1.0127009145908796,C
RUM CHATA - 375ML,0.72,1044214.7299999995,1.0127016128621644,C
ROY'S DEMON SHOCHU  - 750ML,0.72,1044215.4499999995,1.0127023111334494,C
WILLM P/GRIS - 750ML,0.72,1044216.1699999995,1.0127030094047342,C
CAPTAIN MORGAN RUM - COCONUT - 750ML,0.72,1044216.8899999994,1.0127037076760192,C
R MONDAVI NAPA P/NOIR - 750ML,0.72,1044217.6099999994,1.012704405947304,C
BOMBAY SAPPHIRE GIN W/ GIFT TIN - 750ML,0.72,1044218.3299999994,1.012705104218589,C
DISARANNO VELVET CREAM - 750ML,0.72,1044219.0499999993,1.0127058024898739,C
THE WINERY OLNEY BLACK CHERRY - 750ML,0.72,1044219.7699999993,1.0127065007611589,C
SMIRNOFF CRANBERRY TWIST - 750ML,0.72,1044220.4899999993,1.0127071990324437,C
BOLS GENEVER GIN - 750ML,0.68,1044221.1699999993,1.0127078585108795,C
TOBACCO BARN BIG Z RUM - 750ML,0.68,1044221.8499999994,1.0127085179893154,C
KINAHANS BLENDED IRISH WHISKEY - 750ML,0.68,1044222.5299999994,1.0127091774677512,C
MYERS PLATINUM RUM - 1.75L,0.68,1044223.2099999995,1.0127098369461869,C
TRES AGAVE TEQUILA - SILVER - 750ML,0.68,1044223.8899999995,1.0127104964246227,C
DEANSTON SCOTCH - 750ML,0.68,1044224.5699999996,1.0127111559030586,C
DALMORE 18YR SM - 750ML,0.68,1044225.2499999997,1.0127118153814945,C
BIRD DOG PEPPERMINT MOONSHINE - 750ML,0.68,1044225.9299999997,1.0127124748599303,C
COMPASS BOX PEAT MONSTER - 750ML,0.68,1044226.6099999998,1.012713134338366,C
DAVINIA HAZELNUT LIQUOUR - 750ML,0.68,1044227.2899999998,1.0127137938168018,C
EL DORADO RUM - SPEC RES 21YR 323069 - 750ML,0.68,1044227.9699999999,1.0127144532952377,C
BREAKOUT RYE WHISKEY          133709 - 750ML,0.68,1044228.6499999999,1.0127151127736735,C
BATTLE STANDARD 142 GIN (NAVY STRENGTH) 750 ML,0.68,1044229.33,1.0127157722521094,C
EL DECRETO TEQUILA ANEJO - 750ML,0.68,1044230.01,1.0127164317305453,C
CASA 1921 ANEJO TEQUILA - 750ML,0.68,1044230.6900000001,1.012717091208981,C
ESPIRITO XVI CAVALIERO CACHACA - 750ML,0.68,1044231.3700000001,1.0127177506874168,C
LOCH LOMOND 18YR SM  - 750ML,0.68,1044232.0500000002,1.0127184101658526,C
LOCH LOMOND 12YR -750ML,0.68,1044232.7300000002,1.0127190696442885,C
BURNETTS VODKA - PINEAPPLE MANGO - 1.75L,0.68,1044233.4100000003,1.0127197291227243,C
LITTLE PENGUIN CAB - 1.5L,0.68,1044234.0900000003,1.01272038860116,C
MIDNIGHT MOON CHERRY MOONSHINE - 750ML,0.68,1044234.7700000004,1.0127210480795958,C
KAHLUA MUDSLIDE (SC) - 1.75L,0.68,1044235.4500000004,1.0127217075580317,C
JUNIOR JOHNSON MIDNIGHT MOONSHINE - 750ML,0.68,1044236.1300000005,1.0127223670364676,C
ALLAGASH TRUEPENNY PILSNER 6/4 NR,0.68,1044236.8100000005,1.0127230265149034,C
HAIG CLUB SINGLE MALT SCOTCH - 750ML,0.68,1044237.4900000006,1.012723685993339,C
CLONAKILTY SINGLE BATCH IRISH WHISKEY - 750ML,0.68,1044238.1700000006,1.012724345471775,C
LAMBAY SINGLE MALT WHISKEY - 750ML,0.68,1044238.8500000007,1.0127250049502108,C
VAN GOGH VODKA - 750ML,0.68,1044239.5300000007,1.0127256644286466,C
BACARDI ZOMBIE - 1.75L,0.68,1044240.2100000008,1.0127263239070825,C
BARENJAGER HONEY & BOURBON - 1L,0.68,1044240.8900000008,1.0127269833855181,C
MARIE BRIZARD CHOCOLATE ROYAL - 750ML,0.68,1044241.5700000009,1.012727642863954,C
PAUL JOHN WHISKEY CASK CLASSIC - 750ML,0.68,1044242.2500000009,1.0127283023423899,C
BACARDI CLASSIC COCKTAIL RUM PUNCH - 1.75L,0.68,1044242.930000001,1.0127289618208257,C
VIN VAULT P/GRIG - 3L,0.68,1044243.610000001,1.0127296212992616,C
PAUL JOHN WHISKEY EDITED - 750ML,0.68,1044244.2900000011,1.0127302807776972,C
BRECKENRIDGE WHISKEY PX CASK FINISH - 750ML,0.68,1044244.9700000011,1.012730940256133,C
OLD POTRERO 18TH CENTURY RYE -750ML,0.68,1044245.6500000012,1.012731599734569,C
GLENDALOUGH 7YR IRISH WHISKEY - 750ML,0.68,1044246.3300000012,1.0127322592130048,C
AFROHEAD BRILAND 07 AGED RUM - 750ML,0.68,1044247.0100000013,1.0127329186914407,C
CH FERRAN BLANC - 2016 - 750ML,0.68,1044247.6900000013,1.0127335781698763,C
THREE FINGERS 12YR OLD CANADIAN WHISKEY - 750ML,0.68,1044248.3700000014,1.0127342376483122,C
JIM BEAM SINGLE BARREL - 750ML,0.68,1044249.0500000014,1.012734897126748,C
AQUARIVA REPOSADO - 750ML,0.68,1044249.7300000015,1.0127355566051839,C
HAZLITT RED CAT                31091 - 1.5L,0.68,1044250.4100000015,1.0127362160836197,C
MU CREAMY ESPRESSO MACCHIATO - 750ML,0.68,1044251.0900000016,1.0127368755620556,C
BUMBU XO RUM - 750ML,0.68,1044251.7700000016,1.0127375350404912,C
KAVALAN SHERRY OAK - 750ML,0.67,1044252.4400000017,1.0127381848207149,C
JOHNNIE WALKER BLUE - 1.75L,0.67,1044253.1100000017,1.0127388346009383,C
DOM DROUHIN P/NOIR 6/CS - 750ML,0.67,1044253.7800000018,1.012739484381162,C
DARIOUSH MER 6/CS - 750ML,0.67,1044254.4500000018,1.0127401341613853,C
RUJERO SINGANI - 750ML,0.67,1044255.1200000019,1.012740783941609,C
TENTAKA KUNI HAWK IN HEAVEN - 720ML,0.67,1044255.7900000019,1.0127414337218323,C
CLOS DU BOIS RES MER - 750ML,0.67,1044256.460000002,1.012742083502056,C
PERRYS TOT GIN - 750ML,0.67,1044257.130000002,1.0127427332822794,C
DARIOUSH CAB 6/CS - 750ML,0.67,1044257.800000002,1.012743383062503,C
GREY GOOSE LE POIRE - 750ML,0.67,1044258.4700000021,1.0127440328427264,C
ANGELINI ESTATE SANG - 750ML,0.67,1044259.1400000021,1.01274468262295,C
GLENDALOUGH PREMIUM IRISH POTION - 750ML,0.67,1044259.8100000022,1.0127453324031734,C
MICHAEL DAVID EARTHQUAKE  PET SYR - 750ML,0.6699999999999999,1044260.4800000022,1.012745982183397,C
SOKOL BLOSSER P/GRIS - 750ML,0.66,1044261.1400000022,1.0127466222654082,C
MOET ICE IMPERIAL - 1.5L,0.66,1044261.8000000023,1.0127472623474194,C
MENAGE A TROIS PROSECCO 3PK - 187ML,0.66,1044262.4600000023,1.0127479024294308,C
KINDZMARAULI RED TELAVI - 750ML,0.66,1044263.1200000023,1.012748542511442,C
H WALKER - AMARETTO-30 P - 1L,0.66,1044263.7800000024,1.0127491825934531,C
MASI AMARONE COSTASERA CL - 750ML,0.66,1044264.4400000024,1.0127498226754643,C
GLENFIDDICH 26YR SINGLE MALT - 750ML,0.66,1044265.1000000024,1.0127504627574755,C
GLENFIDDICH 30YR SINGLE MALT - 750ML,0.66,1044265.7600000025,1.0127511028394869,C
CHAMBORD ROYALE LIQUEUR - 50ML,0.66,1044266.4200000025,1.012751742921498,C
VALMINOR ALBARINO RIAS BAIXAS - 750ML,0.66,1044267.0800000025,1.0127523830035092,C
CLOS DU VAL CARN CHARD - 750ML,0.66,1044267.7400000026,1.0127530230855204,C
COLOSI SICILIA NERO D'AVOLA - 750ML,0.66,1044268.4000000026,1.0127536631675316,C
BLOOD OATH BOURBON - PACT 6 -  750ML,0.66,1044269.0600000026,1.012754303249543,C
PATRON TEQUILA - ANEJO - 1.75L,0.66,1044269.7200000026,1.0127549433315541,C
EL DESTILADOR AGAVE BLANCO - 750ML,0.66,1044270.3800000027,1.0127555834135653,C
BALVENIE 30YR SINGLE MALT SCOTCH - 750ML,0.66,1044271.0400000027,1.0127562234955765,C
PETTYS ISLAND RUM - 750ML,0.66,1044271.7000000027,1.0127568635775877,C
DOM DE FONT SANE TRADITION GIGONDAS - 750ML,0.66,1044272.3600000028,1.012757503659599,C
THE WINERY AT OLNEY CHARD - 750ML,0.66,1044273.0200000028,1.0127581437416102,C
MIDDLE SISTER CAB - 750ML,0.6599999999999999,1044273.6800000028,1.0127587838236214,C
RUINART BDB - 375ML,0.6599999999999999,1044274.3400000029,1.0127594239056326,C
DON BENEDICTO PISCO QUEBRANTA - 750ML,0.65,1044274.9900000029,1.0127600542894315,C
FINEST CALL HURICANE - 1L,0.65,1044275.6400000029,1.0127606846732304,C
JEPPSONS MALORT - 750ML,0.65,1044276.290000003,1.0127613150570294,C
SOHNE LIEB QBA - 750ML,0.65,1044276.940000003,1.0127619454408283,C
GIRARD PET/SYR - 750ML,0.65,1044277.590000003,1.0127625758246273,C
CHARLES & CHARLES CHARD - 750ML,0.65,1044278.240000003,1.0127632062084262,C
DEKUYPER GINGER LIQUEUR - 1L,0.65,1044278.890000003,1.0127638365922251,C
BLUE DYER RUM - 750ML,0.65,1044279.5400000031,1.012764466976024,C
LADY BLIGH SPICED RUM 750ML,0.65,1044280.1900000031,1.012765097359823,C
THREE OLIVES VODKA - RASPBERRY - 750ML,0.65,1044280.8400000031,1.0127657277436217,C
PINNACLE MANGO VODKA - 750ML,0.65,1044281.4900000031,1.0127663581274207,C
RON DIAZ COCONUT RUM 750,0.6499999999999999,1044282.1400000032,1.0127669885112196,C
ST BRENDANS IRISH CREAM - 1L,0.6499999999999999,1044282.7900000032,1.0127676188950185,C
SKINNYGIRL WHITE - 750ML,0.6499999999999999,1044283.4400000032,1.0127682492788175,C
ARARAT AKRTAMAR 10YR BRANDY - 750ML,0.6499999999999999,1044284.0900000032,1.0127688796626164,C
H WALKER KIRSCHWASSER - 200ML,0.64,1044284.7300000032,1.0127695003482031,C
ALEXANDER VALLEY GEW - 750ML,0.64,1044285.3700000033,1.0127701210337896,C
MISFIT CREME BRULEE PORT 375ML,0.64,1044286.0100000033,1.0127707417193763,C
DR MCGILLICUDDYS PEPPERMINT - 750ML,0.64,1044286.6500000033,1.0127713624049628,C
JEZEBEL P/NOIR - 750ML,0.64,1044287.2900000033,1.0127719830905495,C
BLUE DYER WHISKEY - 750ML,0.64,1044287.9300000033,1.0127726037761362,C
COURVOISIER AVANT-GARDE BOURB CASK ED - 750ML,0.64,1044288.5700000033,1.0127732244617227,C
FLAME VODKA - 750ML,0.64,1044289.2100000033,1.0127738451473094,C
MARTELL VS SINGLE DISTILLERY COGNAC 375ML,0.64,1044289.8500000034,1.0127744658328959,C
LA PLAYA CARM - 750ML,0.64,1044290.4900000034,1.0127750865184826,C
BALLANTINE'S 12YR SCOTCH - 750ML,0.64,1044291.1300000034,1.0127757072040693,C
DYKUYPER CR DE MENTHE GREEN - LITER,0.64,1044291.7700000034,1.0127763278896558,C
STOLICHNAYA SALTED KARAMEL VODKA - 750ML,0.64,1044292.4100000034,1.0127769485752425,C
BACARDI OAKHEART SPICED RUM - 1L,0.64,1044293.0500000034,1.0127775692608292,C
CROWN ROYAL BLACK - 50ML,0.63,1044293.6800000034,1.0127781802482034,C
WOODBRIDGE P/GRIGIO 187ML GLASS,0.61,1044294.2900000034,1.0127787718391532,C
EDUCATED GUESS ROSE OF PINOT NOIR 750ML,0.59,1044294.8800000034,1.0127793440336783,C
GALLO FAMILY VYDS P/GRIG- 187ML,0.59,1044295.4700000033,1.0127799162282034,C
FRANGELICO LIQUEUR - 50ML,0.5800000000000001,1044296.0500000033,1.0127804787245163,C
SEAGRAM'S GIN - LIME TWIST - 750ML,0.5800000000000001,1044296.6300000033,1.012781041220829,C
DELOACH R/R P/NOIR - 750ML,0.5800000000000001,1044297.2100000032,1.0127816037171418,C
CASSINELLI JEN'S VODKA - 750ML,0.58,1044297.7900000032,1.0127821662134546,C
SEAGRAM'S GIN - EXTRA DRY - 100ML,0.58,1044298.3700000031,1.0127827287097675,C
REX GOLIATH MER - 750ML,0.58,1044298.9500000031,1.0127832912060803,C
TALL DARK STRANGER MALBEC - 750ML,0.58,1044299.530000003,1.012783853702393,C
CH LA TUILERIE DU PUY BORD - 750ML,0.58,1044300.110000003,1.0127844161987059,C
TANGLEY OAKS P/NOIR - 750ML,0.58,1044300.690000003,1.0127849786950187,C
FINLANDIA RASPBERRY - 750ML,0.58,1044301.2700000029,1.0127855411913316,C
FINLANDIA VODKA - 1L,0.58,1044301.8500000029,1.0127861036876444,C
AUTARD CDR ROUGE - 750ML,0.5700000000000001,1044302.4200000028,1.0127866564857448,C
GODIVA DARK CHOCOLATE LIQUEUR - 750ML,0.5700000000000001,1044302.9900000028,1.0127872092838455,C
CH DE CASTLENEAU BORD RGE - 750ML,0.5700000000000001,1044303.5600000027,1.0127877620819459,C
BRIDLEWOOD MONTEREY CHARD - 750ML,0.5700000000000001,1044304.1300000027,1.0127883148800465,C
FESS PARKER S BARB SYR - 750ML,0.5700000000000001,1044304.7000000026,1.012788867678147,C
BARBOURSVILLE CAB/FR - 750ML,0.5700000000000001,1044305.2700000026,1.0127894204762475,C
TUSSOCK JUMPER PROSECCO - 750ML,0.5700000000000001,1044305.8400000025,1.012789973274348,C
BLACK HEART SPICED RUM 93 - 750ML,0.5700000000000001,1044306.4100000025,1.0127905260724486,C
THREE OLIVES VODKA - VANILLA - 750ML,0.57,1044306.9800000024,1.012791078870549,C
JUAREZ TEQUILA GOLD - DSS - 1L,0.57,1044307.5500000024,1.0127916316686496,C
COLOMBO DRY MARSALA - 750ML,0.57,1044308.1200000023,1.01279218446675,C
MITOLO JESTER SHZ - 750ML,0.57,1044308.6900000023,1.0127927372648506,C
A BY ACACIA P/NOIR - 750ML,0.57,1044309.2600000022,1.012793290062951,C
CECCHI CHN CL - 750ML,0.57,1044309.8300000022,1.0127938428610517,C
CHLOE MERLOT - 750ML,0.57,1044310.4000000021,1.012794395659152,C
MONTINORE ESTATE RIES SWT RES - 750ML,0.57,1044310.9700000021,1.0127949484572527,C
CAMBRIA VIOG - 750ML,0.57,1044311.540000002,1.0127955012553531,C
NOCTURNA MALBEC 750 ML,0.57,1044312.110000002,1.0127960540534537,C
HAZLITT RED CAT                31090 - 750ML,0.57,1044312.6800000019,1.0127966068515544,C
QUATTRO MANI MONTEPUL - 750ML,0.57,1044313.2500000019,1.0127971596496548,C
CLOS FLORIDENE GRAVES 2016 - 750ML,0.56,1044313.8100000019,1.0127977027495432,C
FREY CHARD - 750ML,0.56,1044314.370000002,1.0127982458494313,C
SAGAMORE SPIRIT RYE CASK STRENGTH - 375ml,0.56,1044314.930000002,1.0127987889493197,C
BARTON WHITE RUM - 750ML,0.56,1044315.4900000021,1.0127993320492081,C
WESTERN SON TEXAS VODKA - 750ML,0.56,1044316.0500000021,1.0127998751490965,C
CH COUTET BARSAC '16- 750ML,0.56,1044316.6100000022,1.0128004182489847,C
BINYAMINA CHOCOLATE LIQ - 750ML,0.56,1044317.1700000023,1.012800961348873,C
SKYY INFUSIONS BLUEBERRY VODKA - 750ML,0.56,1044317.7300000023,1.0128015044487615,C
SKYY VODKA - 375ML,0.56,1044318.2900000024,1.0128020475486499,C
SOUTHERN COMFORT CARAMEL - 750ML,0.56,1044318.8500000024,1.012802590648538,C
RITUAL S/BLC - 750ML,0.56,1044319.4100000025,1.0128031337484265,C
CAPTAIN MORGAN PARROT BAY PINEAPPLE - 750ML,0.56,1044319.9700000025,1.0128036768483148,C
MOMOKAWA COCONUT LEMONGRATE    25668 - 720ML,0.56,1044320.5300000026,1.012804219948203,C
CH DE MONTGUERET ROSE D'ANJOU - 750ML,0.56,1044321.0900000026,1.0128047630480914,C
SANTA MARGHERITA CHIANTI - 750ML,0.5599999999999999,1044321.6500000027,1.0128053061479798,C
BUSHMILL'S IRISH WHISKEY - 50ML,0.53,1044322.1800000027,1.0128058201532313,C
GRAHAMS 6 GRAPES PORT 24/CS - 375ML,0.53,1044322.7100000028,1.0128063341584828,C
PINNACLE GIN - 50ML,0.53,1044323.2400000028,1.012806848163734,C
AMARETTO DI SARONNO - 50ML,0.53,1044323.7700000028,1.0128073621689855,C
MARYLAND CLUB STRAIGHT BOURBON - 750ML,0.51,1044324.2800000028,1.0128078567778123,C
LA FOGATA TEQUILA - ANEJO - 750ML,0.51,1044324.7900000028,1.0128083513866393,C
ROUGH RIDER HAPPY WARRIOR - 750ML,0.51,1044325.3000000028,1.012808845995466,C
GLEN MORAY CLASSIC CHARDONNAY CASK FINISH SM - 750ML,0.51,1044325.8100000028,1.0128093406042928,C
287 SINGLE MALT WHISKEY - 750ML,0.51,1044326.3200000029,1.0128098352131196,C
SHEEP DIP SCOTCH - 750ML,0.51,1044326.8300000029,1.0128103298219466,C
LITTLE PENGUIN SHZ - 1.5L,0.51,1044327.3400000029,1.0128108244307734,C
LONGROW PEATED SM SCOTCH  - 750ML,0.51,1044327.8500000029,1.0128113190396002,C
COMPASS BOX HEDONISM - 750ML,0.51,1044328.3600000029,1.012811813648427,C
MIA WHITE WINE - 750ML,0.51,1044328.8700000029,1.0128123082572538,C
MALIBU RUM - MANGO - 1.75L,0.51,1044329.3800000029,1.0128128028660808,C
ROUGH RIDER BIG STICK CASK STRENGTH,0.51,1044329.8900000029,1.0128132974749076,C
ALLTECH TOWNBRANCH - 750ML,0.51,1044330.4000000029,1.0128137920837343,C
MOET & CHANDON GRAND VINTAGE ROSE ' 08 - 750ML,0.51,1044330.910000003,1.0128142866925611,C
FAMILIA DEICAS TANNAT DESSERT - 500ML,0.51,1044331.420000003,1.0128147813013881,C
RESERVOIR RYE WHISKEY - 750ML,0.51,1044331.930000003,1.012815275910215,C
CLOUDY BAY P/NOIR - 750ML,0.51,1044332.440000003,1.0128157705190417,C
VIRGINIA HIGHLAND CHARDONNAY CASK FINISH WHISKEY - 750ML,0.51,1044332.950000003,1.0128162651278685,C
CAORUNN SCOTTISH GIN - 750ML,0.51,1044333.460000003,1.0128167597366955,C
JACOBS CREEK DOUBLE BARREL SHZ - 750ML,0.51,1044333.970000003,1.0128172543455223,C
FIGENZA FIG VODKA - 750ML,0.51,1044334.480000003,1.012817748954349,C
GLENDALOUGH 13YR SM IRISH WHISKEY - 750ML,0.51,1044334.990000003,1.0128182435631758,C
BENROMACH 10YR SINGLE MALT - 750ML,0.51,1044335.500000003,1.0128187381720026,C
JAMESON BLACK BARREL RES 6/1L,0.51,1044336.010000003,1.0128192327808296,C
BOLLINGER SP CUV BRUT W/ BOX - 750ML,0.51,1044336.520000003,1.0128197273896564,C
BENRIACH SINGLE MALT SCOTCH 10YR - 750ML,0.51,1044337.030000003,1.0128202219984832,C
BIRD DOG SMALL BATCH BOURBON - 750ML,0.51,1044337.5400000031,1.01282071660731,C
BORU VODKA - 1.75L,0.51,1044338.0500000031,1.012821211216137,C
STIRRINGS COSMO MIX 6/CS - 750ML,0.51,1044338.5600000031,1.0128217058249638,C
BRECKENRIDGE SPICED WHISKEY - 750ML,0.51,1044339.0700000031,1.0128222004337906,C
CUTTY SARK PROHIBITION - 750ML,0.51,1044339.5800000031,1.0128226950426173,C
TWO JAMES JOHNNY SMOKING GUN WHISKEY - 750ML,0.51,1044340.0900000031,1.0128231896514444,C
SANDEMAN 20YR TAWNY PORT 6/CS - 750ML,0.51,1044340.6000000031,1.0128236842602711,C
TWENTY GRAND VODKA - PEACH - 750ML,0.51,1044341.1100000031,1.012824178869098,C
OLE SMOKY PUMPKIN - 750ML,0.51,1044341.6200000031,1.0128246734779247,C
NOTEWORTHY SMALL BATCH HONEY BBN 750,0.51,1044342.1300000031,1.0128251680867515,C
GLENMORANGIE ASTAR SINGLE MALT - 750ML,0.51,1044342.6400000032,1.0128256626955785,C
BEAR REPUBLIC THRU THE HAZE 6/4 16OZ CANS,0.51,1044343.1500000032,1.0128261573044053,C
HYDE #1 PRESIDENT'S CASK SINGLE MALT IRISH WHISKEY 10YR SHERRY CASK - 750ML,0.51,1044343.6600000032,1.012826651913232,C
LANDY COGNAC VSOP - 750ML,0.51,1044344.1700000032,1.0128271465220589,C
MOSS ROXX ACIENT VINES ZIN 6/CS - 750ML,0.51,1044344.6800000032,1.0128276411308859,C
BLACK JOE COFFEE - 750ML,0.51,1044345.1900000032,1.0128281357397126,C
TANTEO CHIPOTLE TEQUILA - 750ML,0.51,1044345.7000000032,1.0128286303485394,C
AGAVE LOCO - 750ML,0.51,1044346.2100000032,1.0128291249573662,C
MT. DEFIANCE DOS GRINGOS AGAVE SPIRIT 750ML,0.51,1044346.7200000032,1.012829619566193,C
N&N BRANDING IRON CAB - 750ML,0.51,1044347.2300000032,1.01283011417502,C
PRICHARDS CHOCOLATE BROWNIE LIQUEUR - 750ML,0.51,1044347.7400000033,1.0128306087838468,C
CH ST MICH CANOE CAB 6/CS - 750ML,0.51,1044348.2500000033,1.0128311033926736,C
IL TRAMONTO AMARETTO - 750ML,0.51,1044348.7600000033,1.0128315980015004,C
LUNA DI LUNA RED BLEND - 1.5L,0.51,1044349.2700000033,1.0128320926103274,C
SCORESBY VERY RARE SCOTCH - 1.75L,0.51,1044349.7800000033,1.0128325872191541,C
STAGG JR BOURBON - 750ML,0.51,1044350.2900000033,1.012833081827981,C
VAN GOGH VODKA - PEACH - 750ML,0.51,1044350.8000000033,1.0128335764368077,C
REBELLION MARYLAND GOLD RUM - 750ML,0.51,1044351.3100000033,1.0128340710456347,C
LIQUEUR DE VIOLETTES - 750ML,0.51,1044351.8200000033,1.0128345656544615,C
ABERLOUR 16 YR - 750ML,0.51,1044352.3300000033,1.0128350602632883,C
LAN EDICION LIMITADA - 750ML,0.51,1044352.8400000033,1.012835554872115,C
BACKROOM BOURBON - 750ML,0.51,1044353.3500000034,1.0128360494809419,C
LIMONCELLO ROSSI D'ASIAGO - 750ML,0.51,1044353.8600000034,1.0128365440897689,C
BULLSHINE APPLE PIE WHISKEY - 750ML,0.51,1044354.3700000034,1.0128370386985956,C
ERBES URZIGER WURZGARTEN KAB - 750ML,0.5,1044354.8700000034,1.0128375236092102,C
